Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Corey Julks","CHW",0.33860045,0.62037037,0.45762712,0.62,0.86567164,0.76068376,0.42242503,0.62962963,0.10923277,0.18985696,0.29908973,"Corey Julks",20311,667452
"Donovan Solano","SDP",0.33238636,0.64499121,0.47211312,0.62393162,0.89100817,0.78702163,0.44697565,0.63430421,0.10047096,0.19858713,0.29905808,"Donovan Solano",8623,456781
"Nick Yorke","PIT",0.31775701,0.71641791,0.47126437,0.55882353,0.8125,0.70731707,0.38505747,0.76190476,0.13793103,0.16091954,0.29885057,"Nick Yorke",27504,694377
"Ali Sánchez","MIA",0.34502924,0.64071856,0.49112426,0.6779661,0.85981308,0.79518072,0.49408284,0.70833333,0.10059172,0.19822485,0.29881657,"Ali Sanchez",18551,645305
"Nelson Velázquez","KCR",0.29143898,0.73446328,0.46511628,0.45,0.81538462,0.67619048,0.39202658,0.6173913,0.15044248,0.14823009,0.29867257,"Nelson Velazquez",23359,676369
"Oscar Colás","CHW",0.41860465,0.65517241,0.51388889,0.63888889,0.86842105,0.75675676,0.40277778,0.71052632,0.125,0.17361111,0.29861111,"Oscar Colas",30162,693049
"Joey Bart","PIT",0.2977707,0.60843373,0.43516874,0.58823529,0.86138614,0.75714286,0.44227353,0.64539007,0.10512367,0.1934629,0.29858657,"Joey Bart",21524,663698
"Rhys Hoskins","MIL",0.28060413,0.61522843,0.42755239,0.66572238,0.83168317,0.77059437,0.439144,0.61508704,0.09803922,0.20053476,0.29857398,"Rhys Hoskins",16472,656555
"José Abreu","HOU",0.37847222,0.70707071,0.51234568,0.64220183,0.84285714,0.75502008,0.40740741,0.60833333,0.1255144,0.17283951,0.29835391,"Jose Abreu",15676,547989
"Paul Goldschmidt","STL",0.32308698,0.67199327,0.47571744,0.65587045,0.80600751,0.74864656,0.43745401,0.63914373,0.11948529,0.17867647,0.29816176,"Paul Goldschmidt",9218,502671
"Tim Anderson","MIA",0.41449814,0.71990172,0.54603175,0.60538117,0.79180887,0.71124031,0.43068783,0.63485477,0.15750529,0.14059197,0.29809725,"Tim Anderson",15172,641313
"Mark Canha","- - -",0.26569609,0.61157025,0.41623844,0.72945205,0.84555985,0.8037037,0.4352518,0.61255411,0.08162218,0.2161191,0.29774127,"Mark Canha",11445,592192
"Pedro Pagés","STL",0.38105263,0.67112299,0.50883392,0.61325967,0.87649402,0.7662037,0.44051826,0.69266055,0.11882353,0.17882353,0.29764706,"Pedro Pages",25782,686780
"Christopher Morel","- - -",0.2965368,0.71917098,0.47001276,0.54987835,0.76368876,0.6841629,0.41046363,0.64157119,0.14838435,0.14923469,0.29761905,"Christopher Morel",21897,666624
"Robbie Grossman","- - -",0.17979452,0.60178971,0.36275461,0.67619048,0.84758364,0.79946524,0.43355965,0.5877551,0.07267442,0.2248062,0.29748062,"Robbie Grossman",5254,543257
"Jose Trevino","NYY",0.31588785,0.53462604,0.40401786,0.74556213,0.9119171,0.83425414,0.40290179,0.64957265,0.06681514,0.23051225,0.29732739,"Jose Trevino",16725,624431
"Lars Nootbaar","STL",0.20441989,0.5729443,0.37191079,0.71891892,0.8912037,0.83954619,0.45449066,0.56296296,0.0596745,0.23749247,0.29716697,"Lars Nootbaar",21454,663457
"Christian Encarnacion-Strand","CIN",0.43703704,0.74033149,0.55875831,0.57627119,0.86567164,0.73015873,0.40133038,0.63414634,0.15077605,0.14634146,0.29711752,"Christian Encarnacion-Strand",30011,687952
"Henry Davis","PIT",0.27540984,0.74074074,0.46833013,0.53571429,0.75,0.67622951,0.41458733,0.62295082,0.151341,0.14559387,0.29693487,"Henry Davis",29617,680779
"Ryan Bliss","SEA",0.26241135,0.76271186,0.49034749,0.45945946,0.74444444,0.66141732,0.45559846,0.67605634,0.16538462,0.13076923,0.29615385,"Ryan Bliss",29547,669208
"Brandon Marsh","PHI",0.26847291,0.63117871,0.41106129,0.56574924,0.86746988,0.74787879,0.39312407,0.59663866,0.10348259,0.19253731,0.2960199,"Brandon Marsh",20202,669016
"J.D. Davis","- - -",0.30031949,0.75912409,0.51448041,0.56382979,0.75961538,0.6986755,0.46678024,0.65605096,0.15449915,0.14091681,0.29541596,"J.D. Davis",16219,605204
"Jose Herrera","ARI",0.24363636,0.61061947,0.40918164,0.6119403,0.87681159,0.7902439,0.4510978,0.5877193,0.08582834,0.20958084,0.29540918,"Jose Herrera",17040,645444
"Dominic Fletcher","CHW",0.34108527,0.63802083,0.46777778,0.71590909,0.88163265,0.81235154,0.42666667,0.66390041,0.08768036,0.20754717,0.29522752,"Dominic Fletcher",26149,666150
"Ceddanne Rafaela","BOS",0.49548811,0.78705882,0.61527308,0.58443709,0.79671151,0.69599372,0.41082649,0.70402802,0.18695652,0.10821256,0.29516908,"Ceddanne Rafaela",24262,678882
"Rob Refsnyder","BOS",0.27534039,0.68391867,0.45923461,0.56043956,0.83513514,0.74456522,0.45008319,0.64169381,0.11720698,0.17788861,0.29509559,"Rob Refsnyder",13770,608701
"Alex Kirilloff","MIN",0.31887755,0.72982456,0.49187592,0.52,0.83653846,0.71771772,0.42097489,0.58426966,0.13864307,0.15634218,0.29498525,"Alex Kirilloff",20325,666135
"Paul DeJong","- - -",0.38588008,0.82619339,0.5802269,0.4962406,0.7762963,0.67225326,0.44138304,0.63278008,0.19016748,0.10480821,0.29497569,"Paul DeJong",18015,657557
"Austin Slater","- - -",0.22782258,0.6761658,0.42403628,0.61061947,0.77394636,0.72459893,0.43764172,0.61792453,0.11678005,0.17800454,0.29478458,"Austin Slater",16153,596103
"Luke Raley","SEA",0.32786885,0.76662144,0.51663748,0.44375,0.79823009,0.6700565,0.43023935,0.61098901,0.17036173,0.12427071,0.29463244,"Luke Raley",19354,670042
"Michael Stefanic","LAA",0.26104418,0.56652361,0.40871369,0.73846154,0.98484848,0.9035533,0.48340249,0.66935484,0.03941909,0.25518672,0.29460581,"Michael Stefanic",25353,683021
"Eugenio Suárez","ARI",0.30480167,0.68959276,0.47206924,0.50684932,0.85564304,0.72833333,0.43469709,0.6515625,0.12819505,0.16633897,0.29453401,"Eugenio Suarez",12552,553993
"Enmanuel Valdez","BOS",0.29962547,0.62857143,0.43743199,0.66875,0.88016529,0.7960199,0.41893362,0.62780269,0.08903366,0.20521173,0.29424539,"Enmanuel Valdez",21716,665839
"Seiya Suzuki","CHC",0.23565159,0.62743191,0.39617377,0.62750716,0.85736434,0.77665996,0.40972499,0.57606838,0.0883758,0.2058121,0.2941879,"Seiya Suzuki",30116,673548
"Kevin Kiermaier","- - -",0.34635879,0.77876106,0.53891626,0.49230769,0.77272727,0.67276051,0.4453202,0.64768683,0.17745098,0.11666667,0.29411765,"Kevin Kiermaier",11038,595281
"Adolis García","TEX",0.37091608,0.75950668,0.52012628,0.5388601,0.78755074,0.67830046,0.3839779,0.64521193,0.16732439,0.12667719,0.29400158,"Adolis Garcia",19287,666969
"Teoscar Hernández","LAD",0.32848645,0.76347032,0.51111963,0.51307847,0.78708134,0.68492123,0.41986196,0.64417178,0.16091954,0.13295019,0.29386973,"Teoscar Hernandez",13066,606192
"Joey Ortiz","MIL",0.26649958,0.55507559,0.39236929,0.73667712,0.92217899,0.85114046,0.43617522,0.58317025,0.05829807,0.23554302,0.29384109,"Joey Ortiz",25493,687401
"Taylor Ward","LAA",0.23347107,0.68439407,0.43247403,0.56932153,0.84840764,0.76423488,0.44132359,0.61387632,0.10188389,0.19184929,0.29373318,"Taylor Ward",17548,621493
"Bo Naylor","CLE",0.31236203,0.6643454,0.4679803,0.60070671,0.81551363,0.73552632,0.44211823,0.61182519,0.12376847,0.16995074,0.29371921,"Bo Naylor",21865,666310
"Rowdy Tellez","PIT",0.29530917,0.60851648,0.43217287,0.60649819,0.90970655,0.79305556,0.43697479,0.57007126,0.08911483,0.20454545,0.29366029,"Rowdy Tellez",15679,642133
"Noelvi Marte","CIN",0.40699816,0.75516224,0.54081633,0.54751131,0.859375,0.7148847,0.38435374,0.65289256,0.15419501,0.13945578,0.29365079,"Noelvi Marte",26517,682622
"Max Muncy","LAD",0.24204703,0.65154639,0.40645695,0.52,0.81012658,0.70672098,0.40149007,0.58361775,0.1191067,0.1745244,0.2936311,"Max Muncy",13301,571970
"Jackson Chourio","MIL",0.34035383,0.68092105,0.48832778,0.5990099,0.86151369,0.75804878,0.43449262,0.64746946,0.11775878,0.17568851,0.29344729,"Jackson Chourio",28806,694192
"Jacob Stallings","COL",0.2875817,0.670282,0.45200373,0.57386364,0.84142395,0.7443299,0.42963653,0.60854093,0.11545624,0.17783985,0.29329609,"Jacob Stallings",13723,607732
"Korey Lee","CHW",0.38261997,0.82522796,0.58642407,0.48135593,0.7679558,0.66706444,0.46046186,0.69035533,0.1951049,0.0979021,0.29300699,"Korey Lee",25543,686676
"Jake Bauers","MIL",0.23057953,0.7189729,0.45701058,0.43315508,0.83928571,0.72937771,0.46362434,0.62716763,0.12367725,0.16931217,0.29298942,"Jake Bauers",15194,641343
"Xander Bogaerts","SDP",0.28985507,0.61939394,0.44165271,0.69285714,0.91193738,0.83438685,0.46063652,0.66522678,0.07306191,0.21974345,0.29280535,"Xander Bogaerts",12161,593428
"Vaughn Grissom","BOS",0.3256705,0.63736264,0.4537246,0.65882353,0.89655172,0.7960199,0.41083521,0.55263158,0.09234234,0.20045045,0.29279279,"Vaughn Grissom",26031,687093
"Ryan Kreidler","DET",0.25827815,0.71428571,0.45247148,0.58974359,0.775,0.71428571,0.42585551,0.67692308,0.12927757,0.1634981,0.29277567,"Ryan Kreidler",25867,668952
"Ryan McMahon","COL",0.30359521,0.67076167,0.46823357,0.57017544,0.80708181,0.72235294,0.4484025,0.60310078,0.12981298,0.16281628,0.29262926,"Ryan McMahon",15112,641857
"J.D. Martinez","NYM",0.3198681,0.71990465,0.4834308,0.46649485,0.85264901,0.7016129,0.4088694,0.64646465,0.14410906,0.14849075,0.29259981,"J.D. Martinez",6184,502110
"Daz Cameron","OAK",0.28496042,0.70833333,0.48391608,0.4537037,0.85714286,0.73121387,0.46993007,0.59677419,0.12952646,0.16295265,0.29247911,"Daz Cameron",18353,663662
"Patrick Wisdom","CHC",0.28496042,0.73291925,0.49072753,0.46296296,0.82627119,0.7122093,0.45934379,0.63793103,0.14122682,0.15121255,0.29243937,"Patrick Wisdom",13602,621550
"Trevor Story","BOS",0.40740741,0.68152866,0.5227882,0.53409091,0.87850467,0.72307692,0.42091153,0.66037736,0.14477212,0.14745308,0.2922252,"Trevor Story",12564,596115
"Chas McCormick","HOU",0.35559265,0.77372263,0.52574257,0.60093897,0.76415094,0.69868173,0.40693069,0.60674157,0.15825915,0.13353116,0.29179031,"Chas McCormick",19599,676801
"Alika Williams","PIT",0.3372093,0.67073171,0.5,0.63793103,0.85454545,0.7797619,0.48809524,0.72916667,0.11011905,0.18154762,0.29166667,"Alika Williams",27604,675961
"Hunter Renfroe","KCR",0.29749478,0.64697406,0.44430993,0.64912281,0.86414254,0.78065395,0.42009685,0.60613208,0.09739867,0.19419238,0.29159105,"Hunter Renfroe",15464,592669
"Ramón Laureano","- - -",0.35022355,0.75049116,0.52288136,0.53191489,0.81413613,0.70664506,0.43135593,0.66990291,0.15338983,0.13813559,0.29152542,"Ramon Laureano",17128,657656
"Austin Hays","- - -",0.38771186,0.74262735,0.5443787,0.53551913,0.85198556,0.72608696,0.44142012,0.67843137,0.14893617,0.14184397,0.29078014,"Austin Hays",19363,669720
"Reese McGuire","BOS",0.32681564,0.62549801,0.4499179,0.5982906,0.9044586,0.77372263,0.41215107,0.60759494,0.10180624,0.18883415,0.29064039,"Reese McGuire",15674,624512
"Trevor Larnach","MIN",0.28148959,0.66063348,0.44098985,0.49805447,0.87899543,0.7381295,0.42068528,0.5525,0.11548223,0.1751269,0.29060914,"Trevor Larnach",21501,663616
"Ha-Seong Kim","SDP",0.21461187,0.58060879,0.37840565,0.7787234,0.89514563,0.85866667,0.44752775,0.6106383,0.05345436,0.23701462,0.29046899,"Ha-Seong Kim",27506,673490
"Elehuris Montero","COL",0.42534722,0.73198847,0.54062839,0.53061224,0.87795276,0.70741483,0.375948,0.65587045,0.15800866,0.13203463,0.29004329,"Elehuris Montero",20543,660707
"Pavin Smith","ARI",0.21944444,0.60147601,0.38351823,0.59493671,0.88957055,0.79338843,0.42947702,0.55696203,0.0792393,0.21077655,0.29001585,"Pavin Smith",19892,656976
"Cristian Pache","- - -",0.27186761,0.74242424,0.47808765,0.54782609,0.75510204,0.68888889,0.43824701,0.64480874,0.14814815,0.14153439,0.28968254,"Cristian Pache",19948,665506
"David Hamilton","BOS",0.28072838,0.65725047,0.4487395,0.54594595,0.89111748,0.77153558,0.44621849,0.6466877,0.10243493,0.18723762,0.28967254,"David Hamilton",27531,666152
"Dylan Carlson","- - -",0.27955272,0.73913043,0.47971145,0.58285714,0.77591036,0.71240602,0.4355275,0.68301887,0.13758993,0.15197842,0.28956835,"Dylan Carlson",20126,666185
"Jordyn Adams","LAA",0.36842105,0.73015873,0.51265823,0.57142857,0.84782609,0.72839506,0.39873418,0.68421053,0.13836478,0.1509434,0.28930818,"Jordyn Adams",23788,677941
"Zach Neto","LAA",0.35022355,0.67793031,0.48580166,0.59361702,0.85046729,0.74190647,0.41371778,0.62126246,0.12521815,0.16404887,0.28926702,"Zach Neto",31347,687263
"Andruw Monasterio","MIL",0.23497268,0.65480427,0.41731066,0.62790698,0.8423913,0.77407407,0.43431221,0.61971831,0.0942813,0.19474498,0.28902628,"Andruw Monasterio",19455,655316
"Starling Marte","NYM",0.33034571,0.70440252,0.49823571,0.5503876,0.859375,0.74645892,0.44883557,0.65945946,0.12614517,0.1627907,0.28893587,"Starling Marte",9241,516782
"Brent Rooker","OAK",0.34120917,0.74760383,0.50168209,0.46232179,0.83903134,0.68398994,0.39486964,0.63517915,0.15853659,0.13036165,0.28889823,"Brent Rooker",19627,667670
"Pete Alonso","NYM",0.29447115,0.62903226,0.42877698,0.61836735,0.88034188,0.77265101,0.40143885,0.57266187,0.09737693,0.19151994,0.28889687,"Pete Alonso",19251,624413
"Luken Baker","STL",0.31092437,0.65853659,0.45273632,0.56756757,0.85185185,0.73626374,0.4079602,0.59183673,0.11940299,0.16915423,0.28855721,"Luken Baker",21497,663609
"Jorge Soler","- - -",0.29803647,0.66524064,0.44345616,0.53882353,0.85691318,0.7277937,0.39601864,0.58710801,0.12071156,0.16772554,0.2884371,"Jorge Soler",14221,624585
"Travis Jankowski","TEX",0.24537037,0.66408269,0.44322344,0.60377358,0.88715953,0.80440771,0.47252747,0.61835749,0.08669109,0.2014652,0.28815629,"Travis Jankowski",13768,608671
"Joc Pederson","ARI",0.3151184,0.61938202,0.43480663,0.68208092,0.84580499,0.77382465,0.39337017,0.51447661,0.098234,0.18984547,0.28807947,"Joc Pederson",11899,592626
"Jordan Westburg","BAL",0.33655914,0.73721591,0.50917993,0.57188498,0.84200385,0.74038462,0.43084455,0.64653244,0.13202934,0.15586797,0.28789731,"Jordan Westburg",27815,676059
"Garrett Stubbs","PHI",0.34106729,0.66666667,0.47855228,0.63945578,0.86190476,0.77030812,0.42225201,0.68983957,0.10977242,0.17804552,0.28781794,"Garrett Stubbs",18067,596117
"Jorge Polanco","SEA",0.2885789,0.67083855,0.44552929,0.59516616,0.82276119,0.73587082,0.41058582,0.59701493,0.11761685,0.17000514,0.28762198,"Jorge Polanco",13152,593871
"Nick Ahmed","- - -",0.39207048,0.71032746,0.54054054,0.68539326,0.81205674,0.76304348,0.46650999,0.71491228,0.12793427,0.15962441,0.28755869,"Nick Ahmed",12147,605113
"Eli White","ATL",0.25974026,0.69879518,0.4875,0.55,0.89655172,0.80769231,0.51875,0.73809524,0.09375,0.19375,0.2875,"Eli White",19346,642201
"Nick Sogard","BOS",0.32642487,0.67741935,0.48275862,0.58730159,0.86666667,0.76190476,0.4454023,0.68604651,0.11494253,0.17241379,0.28735632,"Nick Sogard",25483,686765
"Stuart Fairchild","CIN",0.29387755,0.76033058,0.49237984,0.45833333,0.79347826,0.67857143,0.42555686,0.61802575,0.15826495,0.12895662,0.28722157,"Stuart Fairchild",20321,656413
"Ezequiel Tovar","COL",0.48118812,0.82625864,0.61946203,0.52400549,0.83512545,0.69029374,0.40071203,0.67913669,0.19177541,0.09529458,0.28706999,"Ezequiel Tovar",24064,678662
"Dillon Dingler","DET",0.40860215,0.72413793,0.54682779,0.67105263,0.82857143,0.76243094,0.43806647,0.66666667,0.12990937,0.1570997,0.28700906,"Dillon Dingler",27464,693307
"Lane Thomas","- - -",0.26728499,0.66479821,0.43792108,0.65299685,0.87015177,0.79450549,0.4292589,0.62310606,0.08990385,0.19663462,0.28653846,"Lane Thomas",16939,657041
"Tyrone Taylor","NYM",0.36069987,0.66493955,0.49394856,0.64925373,0.89090909,0.79173047,0.43797277,0.6173913,0.10279667,0.18367347,0.28647014,"Tyrone Taylor",13675,621438
"Nick Senzel","- - -",0.27787934,0.69650655,0.46865672,0.59868421,0.85893417,0.77494692,0.45572139,0.62921348,0.10536779,0.18091451,0.28628231,"Nick Senzel",19293,669222
"Kyle Stowers","- - -",0.3747495,0.809375,0.54456654,0.52406417,0.76833977,0.66591928,0.39072039,0.61244019,0.18148599,0.1047503,0.2862363,"Kyle Stowers",26151,669065
"Garrett Hampson","KCR",0.28510638,0.66504854,0.46258503,0.63432836,0.86861314,0.79166667,0.46712018,0.62337662,0.0960452,0.18983051,0.28587571,"Garrett Hampson",19262,641658
"Mike Yastrzemski","SFG",0.26727273,0.65847953,0.43836317,0.6122449,0.8401421,0.76196033,0.43734015,0.56329114,0.10429448,0.18149284,0.28578732,"Mike Yastrzemski",14854,573262
"Will Wagner","TOR",0.31651376,0.69863014,0.46978022,0.60869565,0.95098039,0.8128655,0.4010989,0.61627907,0.08791209,0.1978022,0.28571429,"Will Wagner",29634,695238
"Nacho Alvarez Jr.","ATL",0.31818182,0.66037736,0.47058824,0.71428571,0.85714286,0.80357143,0.44537815,0.6875,0.09243697,0.19327731,0.28571429,"Nacho Alvarez Jr.",31765,805373
"Parker Meadows","DET",0.28613139,0.66918715,0.45304778,0.53061224,0.86723164,0.74727273,0.43574959,0.60067114,0.11440329,0.17119342,0.28559671,"Parker Meadows",23800,678009
"Dairon Blanco","KCR",0.3245283,0.75773196,0.50762527,0.51162791,0.78911565,0.68669528,0.42265795,0.61363636,0.15904139,0.12636166,0.28540305,"Dairon Blanco",19779,680118
"Shea Langeliers","OAK",0.34438776,0.71113831,0.49473156,0.58765432,0.83648881,0.73427992,0.40993477,0.64606742,0.13132832,0.15388471,0.28521303,"Shea Langeliers",25816,669127
"Anthony Volpe","NYY",0.32375979,0.65901899,0.47532189,0.66935484,0.86434574,0.79157261,0.45207439,0.61103048,0.09896392,0.18613791,0.28510182,"Anthony Volpe",27647,683011
"Braden Shewmake","CHW",0.42735043,0.67010309,0.53738318,0.62,0.87692308,0.76521739,0.45327103,0.62686567,0.12616822,0.1588785,0.28504673,"Braden Shewmake",25817,669699
"Edmundo Sosa","PHI",0.44012442,0.76167076,0.5647619,0.56537102,0.82903226,0.70320405,0.38761905,0.6459854,0.16761905,0.11714286,0.2847619,"Edmundo Sosa",17022,624641
"Iván Herrera","STL",0.29381443,0.61674009,0.43532819,0.6374269,0.875,0.78492239,0.43822394,0.64092664,0.09362934,0.19111969,0.28474903,"Ivan Herrera",20599,671056
"Yuli Gurriel","KCR",0.28402367,0.65178571,0.43060498,0.64583333,0.89041096,0.79338843,0.39857651,0.52307692,0.08896797,0.19572954,0.28469751,"Yuli Gurriel",19198,493329
"Connor Joe","PIT",0.24602333,0.6779661,0.43125379,0.57758621,0.86458333,0.77106742,0.42883101,0.64182692,0.09872804,0.18594791,0.28467595,"Connor Joe",16572,656582
"DJ Stewart","NYM",0.18678815,0.70552147,0.40784314,0.45121951,0.81304348,0.71794872,0.42614379,0.59793814,0.11488251,0.16971279,0.2845953,"DJ Stewart",17766,621466
"Michael Conforto","SFG",0.28924162,0.6654633,0.44834606,0.64329268,0.84810127,0.77185017,0.42290076,0.59631148,0.10213415,0.1824187,0.28455285,"Michael Conforto",16376,624424
"Kerry Carpenter","DET",0.36157337,0.70394737,0.50134288,0.54811715,0.84735202,0.71964286,0.40823635,0.625,0.14045936,0.14399293,0.2844523,"Kerry Carpenter",25961,681481
"Byron Buxton","MIN",0.36804734,0.77814029,0.54046639,0.52411576,0.80503145,0.69416244,0.42043896,0.66237113,0.16518163,0.11925977,0.2844414,"Byron Buxton",14161,621439
"Enrique Hernández","LAD",0.29964328,0.72230428,0.48814229,0.65079365,0.85071575,0.78272605,0.44598155,0.63867684,0.10599078,0.17840685,0.28439763,"Enrique Hernandez",10472,571771
"Gabriel Moreno","ARI",0.26450116,0.60149254,0.4118799,0.73684211,0.89081886,0.83518225,0.43733681,0.56125356,0.06779661,0.21642764,0.28422425,"Gabriel Moreno",22664,672515
"Jake Meyers","HOU",0.32803738,0.71084337,0.48541552,0.53276353,0.88323917,0.74376417,0.41111723,0.6920078,0.12424409,0.15997801,0.2842221,"Jake Meyers",20308,676694
"Matt Chapman","SFG",0.27718833,0.65776294,0.44567627,0.68660287,0.84898477,0.79270315,0.44271988,0.64142195,0.09225092,0.19188192,0.28413284,"Matt Chapman",16505,656305
"Travis d'Arnaud","ATL",0.31666667,0.76829268,0.50812408,0.58299595,0.77777778,0.70784884,0.4239291,0.65982405,0.14823009,0.13569322,0.2839233,"Travis d'Arnaud",7739,518595
"Emmanuel Rivera","- - -",0.32267442,0.72354212,0.48392702,0.54954955,0.85373134,0.73249551,0.40225891,0.63576159,0.12945265,0.15377932,0.28323197,"Emmanuel Rivera",19890,656896
"Hunter Goodman","COL",0.43647541,0.78761062,0.58041112,0.54929577,0.83520599,0.70833333,0.40991536,0.64285714,0.16908213,0.11352657,0.2826087,"Hunter Goodman",29715,696100
"Wilyer Abreu","BOS",0.31412104,0.70196078,0.47840532,0.617737,0.81191806,0.73842593,0.42358804,0.61073826,0.12513843,0.1572536,0.28239203,"Wilyer Abreu",23772,677800
"Mickey Moniak","LAA",0.42185792,0.76252019,0.55932203,0.61917098,0.81355932,0.72610723,0.40352021,0.67703349,0.15319426,0.12907432,0.28226858,"Mickey Moniak",19956,666160
"Spencer Torkelson","DET",0.26674365,0.69413408,0.46017699,0.54112554,0.861167,0.75961538,0.45259166,0.60629921,0.11097179,0.17115987,0.28213166,"Spencer Torkelson",27465,679529
"Connor Norby","- - -",0.38888889,0.82262997,0.57575758,0.5297619,0.79182156,0.69107551,0.43083004,0.7371134,0.17786561,0.10408432,0.28194993,"Connor Norby",29592,681393
"Luke Maile","CIN",0.2974359,0.69230769,0.45054945,0.52586207,0.88304094,0.73867596,0.3877551,0.58441558,0.11737089,0.16431925,0.28169014,"Luke Maile",13355,571912
"Ryan Jeffers","MIN",0.36808118,0.65927978,0.48449612,0.67418546,0.87184874,0.78171429,0.39977852,0.62365591,0.10564159,0.17588496,0.28152655,"Ryan Jeffers",24618,680777
"Jesús Sánchez","MIA",0.39212469,0.74740933,0.52988448,0.57322176,0.83362218,0.71563981,0.38774485,0.67039106,0.15052684,0.1304566,0.28098344,"Jesus Sanchez",19913,660821
"Eddie Rosario","- - -",0.3701016,0.72891566,0.52064027,0.62745098,0.82093664,0.74110032,0.41954507,0.5862069,0.13456686,0.14634146,0.28090833,"Eddie Rosario",12155,592696
"Riley Greene","DET",0.26353791,0.68266405,0.44139651,0.60547945,0.83213773,0.75423729,0.42435578,0.60273973,0.11009934,0.1705298,0.28062914,"Riley Greene",25976,682985
"James McCann","BAL",0.36734694,0.7038961,0.51542857,0.57777778,0.84501845,0.7383592,0.44,0.61802575,0.1345496,0.14595211,0.28050171,"James McCann",12859,543510
"Jonathan Aranda","TBR",0.29022082,0.65625,0.45375218,0.66304348,0.89285714,0.81153846,0.44677138,0.71328671,0.08536585,0.19512195,0.2804878,"Jonathan Aranda",21837,666018
"Thairo Estrada","SFG",0.39370079,0.67641682,0.5118411,0.66333333,0.91891892,0.80447761,0.41787624,0.69291339,0.10007639,0.1802903,0.28036669,"Thairo Estrada",16426,642731
"Bryan De La Cruz","- - -",0.37050106,0.77151639,0.53405767,0.60952381,0.81142098,0.728482,0.40785625,0.64630225,0.14488518,0.13528184,0.28016701,"Bryan De La Cruz",19600,650559
"Gavin Sheets","CHW",0.35251799,0.62440191,0.46142789,0.6984127,0.8697318,0.79127726,0.40057499,0.57285429,0.09621829,0.18382001,0.2800383,"Gavin Sheets",19901,657757
"Jake Cave","COL",0.38569604,0.71886121,0.52490706,0.63245033,0.82673267,0.74362606,0.41784387,0.63294798,0.13437268,0.14550854,0.27988122,"Jake Cave",14477,595909
"Darell Hernaiz","OAK",0.29602888,0.66523605,0.46470588,0.63414634,0.86451613,0.78481013,0.45686275,0.57037037,0.09980431,0.18003914,0.27984344,"Darell Hernaiz",26224,687231
"Brandon Drury","LAA",0.29449424,0.68506494,0.46671439,0.64782609,0.84597156,0.77607362,0.44094488,0.65,0.10443491,0.17525036,0.27968526,"Brandon Drury",11615,592273
"Jacob Young","WSN",0.28571429,0.59668508,0.42966752,0.72,0.89444444,0.83214286,0.4629156,0.64491363,0.07208589,0.20756646,0.27965235,"Jacob Young",29931,696285
"Heliot Ramos","SFG",0.3302521,0.75395859,0.50323222,0.5394402,0.84975767,0.72924901,0.4082546,0.61196911,0.13625062,0.14321233,0.27946295,"Heliot Ramos",22515,671218
"Connor Wong","BOS",0.33269045,0.74123337,0.5139485,0.54492754,0.84176183,0.7348643,0.44366953,0.65092402,0.13619303,0.14316354,0.27935657,"Connor Wong",19896,657136
"Willi Castro","MIN",0.35907859,0.73088093,0.51215624,0.53962264,0.86754967,0.73229572,0.41171782,0.6503937,0.13699721,0.14217443,0.27917164,"Willi Castro",17338,650489
"DJ LeMahieu","NYY",0.32196162,0.59574468,0.44378698,0.70860927,0.94642857,0.85066667,0.44497041,0.60964912,0.06619385,0.21276596,0.27895981,"DJ LeMahieu",9874,518934
"Jazz Chisholm Jr.","- - -",0.31589814,0.67754319,0.46693387,0.62309368,0.79886686,0.72961373,0.41763527,0.5958132,0.12605042,0.15286114,0.27891156,"Jazz Chisholm Jr.",20454,665862
"Andy Ibáñez","DET",0.36397749,0.75,0.52562704,0.56185567,0.84375,0.73029046,0.41875682,0.5942623,0.1416122,0.1372549,0.2788671,"Andy Ibanez",18819,628451
"Zack Short","- - -",0.16019417,0.65945946,0.39641944,0.66666667,0.76229508,0.74193548,0.47314578,0.64772727,0.10230179,0.17647059,0.27877238,"Zack Short",19562,670097
"Travis Blankenhorn","WSN",0.4556962,0.65116279,0.52459016,0.66666667,0.92857143,0.78125,0.35245902,0.65625,0.1147541,0.16393443,0.27868852,"Travis Blankenhorn",18395,663905
"Jonathan India","CIN",0.21279461,0.59811482,0.38235294,0.67088608,0.8982808,0.82741617,0.44004525,0.59811617,0.06596306,0.21258952,0.27855258,"Jonathan India",21523,663697
"Chuckie Robinson","CHW",0.4010989,0.78448276,0.55033557,0.61643836,0.81318681,0.72560976,0.38926174,0.68421053,0.15100671,0.12751678,0.27852349,"Chuckie Robinson",19824,642020
"Cole Tucker","LAA",0.2519084,0.66037736,0.43459916,0.45454545,0.88571429,0.74757282,0.44725738,0.59649123,0.10970464,0.16877637,0.27848101,"Cole Tucker",17326,657061
"Griffin Conine","MIA",0.35294118,0.74829932,0.52694611,0.60606061,0.83636364,0.75,0.44011976,0.59550562,0.13173653,0.14670659,0.27844311,"Griffin Conine",21626,665052
"Dylan Crews","WSN",0.29508197,0.66046512,0.44615385,0.6,0.88732394,0.77586207,0.41346154,0.59090909,0.09980806,0.17850288,0.27831094,"Dylan Crews",33541,686611
